"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"2540","NEW CITY","2018","PEDALCYCLIST",16,11,0,0,8,3
"2541","NEW CITY","2018","PEDESTRIAN",49,45,0,13,23,9
"2542","NEW CITY","2018","Vehicle/Other",1487,250,2,25,129,94
"2543","NEW CITY","2019","PEDALCYCLIST",16,12,0,1,8,3
"2544","NEW CITY","2019","PEDESTRIAN",38,34,0,12,19,3
"2545","NEW CITY","2019","Vehicle/Other",1541,248,1,30,136,81
"2546","NEW CITY","2020","PEDALCYCLIST",15,12,0,2,10,0
"2547","NEW CITY","2020","PEDESTRIAN",36,35,1,6,22,6
"2548","NEW CITY","2020","Vehicle/Other",1468,311,3,34,189,85
"2549","NORTH CENTER","2018","PEDALCYCLIST",37,25,0,1,21,3
"2550","NORTH CENTER","2018","PEDESTRIAN",37,31,0,5,17,9
"2551","NORTH CENTER","2018","Vehicle/Other",1069,120,0,7,64,49
"2552","NORTH CENTER","2019","PEDALCYCLIST",23,17,0,1,13,3
"2553","NORTH CENTER","2019","PEDESTRIAN",25,19,0,2,13,4
"2554","NORTH CENTER","2019","Vehicle/Other",1034,132,0,10,65,57
"2555","NORTH CENTER","2020","PEDALCYCLIST",23,17,0,3,11,3
"2556","NORTH CENTER","2020","PEDESTRIAN",13,13,0,1,9,3
"2557","NORTH CENTER","2020","Vehicle/Other",661,83,1,10,42,30
"2558","NORTH LAWNDALE","2018","PEDALCYCLIST",19,16,0,3,12,1
"2559","NORTH LAWNDALE","2018","PEDESTRIAN",65,66,1,14,38,13
"2560","NORTH LAWNDALE","2018","Vehicle/Other",1907,464,1,42,240,181
"2561","NORTH LAWNDALE","2019","PEDALCYCLIST",22,13,0,1,7,5
"2562","NORTH LAWNDALE","2019","PEDESTRIAN",63,68,1,10,48,9
"2563","NORTH LAWNDALE","2019","Vehicle/Other",1905,513,3,38,280,192
"2564","NORTH LAWNDALE","2020","PEDALCYCLIST",18,12,1,1,8,2
"2565","NORTH LAWNDALE","2020","PEDESTRIAN",51,58,1,11,36,10
"2566","NORTH LAWNDALE","2020","Vehicle/Other",2010,526,2,69,306,149
"2567","NORTH PARK","2018","PEDALCYCLIST",11,8,1,0,5,2
"2568","NORTH PARK","2018","PEDESTRIAN",14,12,0,4,6,2
"2569","NORTH PARK","2018","Vehicle/Other",874,146,1,15,78,52
"2570","NORTH PARK","2019","PEDALCYCLIST",15,10,0,0,7,3
"2571","NORTH PARK","2019","PEDESTRIAN",24,25,0,2,20,3
"2572","NORTH PARK","2019","Vehicle/Other",835,99,0,12,41,46
"2573","NORTH PARK","2020","PEDALCYCLIST",7,6,0,2,3,1
"2574","NORTH PARK","2020","PEDESTRIAN",14,14,0,3,10,1
"2575","NORTH PARK","2020","Vehicle/Other",501,84,0,8,46,30
"2576","NORWOOD PARK","2018","PEDALCYCLIST",7,5,0,0,4,1
"2577","NORWOOD PARK","2018","PEDESTRIAN",20,15,0,3,10,2
"2578","NORWOOD PARK","2018","Vehicle/Other",1186,216,1,30,128,57
"2579","NORWOOD PARK","2019","PEDALCYCLIST",16,12,0,1,10,1
"2580","NORWOOD PARK","2019","PEDESTRIAN",17,12,0,1,7,4
"2581","NORWOOD PARK","2019","Vehicle/Other",1289,175,0,23,99,53
"2582","NORWOOD PARK","2020","PEDALCYCLIST",12,7,0,2,5,0
"2583","NORWOOD PARK","2020","PEDESTRIAN",10,9,1,3,4,1
"2584","NORWOOD PARK","2020","Vehicle/Other",792,153,0,27,81,45
"2585","OAKLAND","2018","PEDALCYCLIST",1,0,0,0,0,0
"2586","OAKLAND","2018","PEDESTRIAN",2,2,0,0,2,0
"2587","OAKLAND","2018","Vehicle/Other",180,36,0,4,23,9
"2588","OAKLAND","2019","PEDESTRIAN",3,4,1,0,3,0
"2589","OAKLAND","2019","Vehicle/Other",163,31,0,4,15,12
"2590","OAKLAND","2020","Vehicle/Other",170,36,0,3,20,13
"2591","OHARE","2018","PEDALCYCLIST",2,2,0,0,2,0
"2592","OHARE","2018","PEDESTRIAN",8,6,0,1,4,1
"2593","OHARE","2018","Vehicle/Other",613,93,1,10,46,36
"2594","OHARE","2019","PEDALCYCLIST",1,1,0,0,1,0
"2595","OHARE","2019","PEDESTRIAN",14,12,1,3,4,4
"2596","OHARE","2019","Vehicle/Other",731,111,2,13,50,46
"2597","OHARE","2020","PEDALCYCLIST",2,3,0,0,0,3
"2598","OHARE","2020","PEDESTRIAN",8,7,0,1,6,0
"2599","OHARE","2020","Vehicle/Other",472,93,0,13,52,28
"2600","PORTAGE PARK","2018","PEDALCYCLIST",34,26,0,4,16,6
"2601","PORTAGE PARK","2018","PEDESTRIAN",52,47,0,10,27,10
"2602","PORTAGE PARK","2018","Vehicle/Other",2330,320,0,43,169,108
"2603","PORTAGE PARK","2019","PEDALCYCLIST",34,27,0,5,20,2
"2604","PORTAGE PARK","2019","PEDESTRIAN",64,59,0,14,38,7
"2605","PORTAGE PARK","2019","Vehicle/Other",2278,297,1,40,174,82
"2606","PORTAGE PARK","2020","PEDALCYCLIST",36,26,0,5,17,4
"2607","PORTAGE PARK","2020","PEDESTRIAN",52,50,0,6,37,7
"2608","PORTAGE PARK","2020","Vehicle/Other",1666,221,1,31,120,69
"2609","PULLMAN","2018","PEDALCYCLIST",2,2,0,0,1,1
"2610","PULLMAN","2018","PEDESTRIAN",7,6,0,3,2,1
"2611","PULLMAN","2018","Vehicle/Other",344,70,0,8,44,18
"2612","PULLMAN","2019","PEDESTRIAN",3,3,0,0,2,1
"2613","PULLMAN","2019","Vehicle/Other",317,52,1,5,26,20
"2614","PULLMAN","2020","PEDESTRIAN",2,1,0,0,0,1
"2615","PULLMAN","2020","Vehicle/Other",305,63,0,6,44,13
"2616","RIVERDALE","2018","PEDESTRIAN",4,4,0,0,4,0
"2617","RIVERDALE","2018","Vehicle/Other",238,68,2,1,34,31
"2618","RIVERDALE","2019","PEDESTRIAN",2,2,0,0,2,0
"2619","RIVERDALE","2019","Vehicle/Other",257,71,0,4,37,30
"2620","RIVERDALE","2020","PEDESTRIAN",2,2,0,0,2,0
"2621","RIVERDALE","2020","Vehicle/Other",269,68,0,14,43,11
"2622","ROGERS PARK","2018","PEDALCYCLIST",33,25,0,2,19,4
"2623","ROGERS PARK","2018","PEDESTRIAN",44,41,0,5,30,6
"2624","ROGERS PARK","2018","Vehicle/Other",1392,111,0,12,77,22
"2625","ROGERS PARK","2019","PEDALCYCLIST",23,20,0,2,16,2
"2626","ROGERS PARK","2019","PEDESTRIAN",30,28,0,4,18,6
"2627","ROGERS PARK","2019","Vehicle/Other",1371,99,1,11,62,25
"2628","ROGERS PARK","2020","PEDALCYCLIST",21,13,0,1,10,2
"2629","ROGERS PARK","2020","PEDESTRIAN",21,21,0,3,13,5
"2630","ROGERS PARK","2020","Vehicle/Other",965,79,1,8,51,19
"2631","ROSELAND","2018","PEDALCYCLIST",12,9,0,0,6,3
"2632","ROSELAND","2018","PEDESTRIAN",40,36,0,4,23,9
"2633","ROSELAND","2018","Vehicle/Other",1430,261,0,27,128,106
"2634","ROSELAND","2019","PEDALCYCLIST",16,12,0,0,10,2
"2635","ROSELAND","2019","PEDESTRIAN",41,35,1,8,22,4
"2636","ROSELAND","2019","Vehicle/Other",1408,381,3,23,216,139
"2637","ROSELAND","2020","PEDALCYCLIST",5,4,0,0,4,0
"2638","ROSELAND","2020","PEDESTRIAN",38,38,0,6,24,8
"2639","ROSELAND","2020","Vehicle/Other",1530,340,1,34,197,108
"2640","SOUTH CHICAGO","2018","PEDALCYCLIST",4,3,0,0,3,0
"2641","SOUTH CHICAGO","2018","PEDESTRIAN",20,18,0,4,8,6
"2642","SOUTH CHICAGO","2018","Vehicle/Other",653,128,1,15,82,30
"2643","SOUTH CHICAGO","2019","PEDALCYCLIST",9,8,0,1,6,1
"2644","SOUTH CHICAGO","2019","PEDESTRIAN",31,31,1,5,14,11
"2645","SOUTH CHICAGO","2019","Vehicle/Other",645,133,1,12,66,54
"2646","SOUTH CHICAGO","2020","PEDALCYCLIST",7,7,0,1,3,3
"2647","SOUTH CHICAGO","2020","PEDESTRIAN",27,27,0,4,19,4
"2648","SOUTH CHICAGO","2020","Vehicle/Other",741,209,1,24,136,48
"2649","SOUTH DEERING","2018","PEDALCYCLIST",1,1,0,1,0,0
"2650","SOUTH DEERING","2018","PEDESTRIAN",11,10,0,1,6,3
"2651","SOUTH DEERING","2018","Vehicle/Other",994,220,6,20,116,78
"2652","SOUTH DEERING","2019","PEDALCYCLIST",2,2,0,0,0,2
"2653","SOUTH DEERING","2019","PEDESTRIAN",15,12,1,0,10,1
"2654","SOUTH DEERING","2019","Vehicle/Other",1052,233,0,21,141,71
"2655","SOUTH DEERING","2020","PEDALCYCLIST",1,1,0,0,1,0
"2656","SOUTH DEERING","2020","PEDESTRIAN",9,7,0,2,4,1
"2657","SOUTH DEERING","2020","Vehicle/Other",839,174,3,14,96,61
"2658","SOUTH LAWNDALE","2018","PEDALCYCLIST",21,14,0,2,8,4
"2659","SOUTH LAWNDALE","2018","PEDESTRIAN",65,64,2,13,37,12
"2660","SOUTH LAWNDALE","2018","Vehicle/Other",2033,278,0,17,149,112
"2661","SOUTH LAWNDALE","2019","PEDALCYCLIST",28,20,0,2,12,6
"2662","SOUTH LAWNDALE","2019","PEDESTRIAN",55,56,1,5,37,13
"2663","SOUTH LAWNDALE","2019","Vehicle/Other",2004,305,1,32,164,108
"2664","SOUTH LAWNDALE","2020","PEDALCYCLIST",24,18,0,2,11,5
"2665","SOUTH LAWNDALE","2020","PEDESTRIAN",46,46,2,6,27,11
"2666","SOUTH LAWNDALE","2020","Vehicle/Other",1674,237,1,33,115,88
"2667","SOUTH SHORE","2018","PEDALCYCLIST",14,11,1,1,7,2
"2668","SOUTH SHORE","2018","PEDESTRIAN",41,42,0,5,30,7
"2669","SOUTH SHORE","2018","Vehicle/Other",1828,365,2,36,218,109
"2670","SOUTH SHORE","2019","PEDALCYCLIST",13,11,1,1,8,1
"2671","SOUTH SHORE","2019","PEDESTRIAN",69,68,0,15,42,11
"2672","SOUTH SHORE","2019","Vehicle/Other",1810,384,1,24,217,142
"2673","SOUTH SHORE","2020","PEDALCYCLIST",10,8,0,2,5,1
"2674","SOUTH SHORE","2020","PEDESTRIAN",46,40,1,14,19,6
"2675","SOUTH SHORE","2020","Vehicle/Other",2067,393,0,42,229,122
"2676","UPTOWN","2018","PEDALCYCLIST",61,40,0,3,33,4
"2677","UPTOWN","2018","PEDESTRIAN",50,43,1,9,24,9
"2678","UPTOWN","2018","Vehicle/Other",1458,145,1,7,70,67
"2679","UPTOWN","2019","PEDALCYCLIST",47,34,0,8,20,6
"2680","UPTOWN","2019","PEDESTRIAN",47,44,1,7,29,7
"2681","UPTOWN","2019","Vehicle/Other",1498,150,1,9,74,66
"2682","UPTOWN","2020","PEDALCYCLIST",44,37,0,2,29,6
"2683","UPTOWN","2020","PEDESTRIAN",31,29,1,1,17,10
"2684","UPTOWN","2020","Vehicle/Other",944,128,0,11,76,41
"2685","WASHINGTON HEIGHTS","2018","PEDALCYCLIST",4,2,0,2,0,0
"2686","WASHINGTON HEIGHTS","2018","PEDESTRIAN",34,31,0,6,17,8
"2687","WASHINGTON HEIGHTS","2018","Vehicle/Other",1213,236,2,21,122,91
"2688","WASHINGTON HEIGHTS","2019","PEDALCYCLIST",3,3,0,0,1,2
"2689","WASHINGTON HEIGHTS","2019","PEDESTRIAN",20,20,0,4,15,1
"2690","WASHINGTON HEIGHTS","2019","Vehicle/Other",1112,220,1,13,104,102
"2691","WASHINGTON HEIGHTS","2020","PEDALCYCLIST",5,4,0,2,1,1
"2692","WASHINGTON HEIGHTS","2020","PEDESTRIAN",17,14,0,3,8,3
"2693","WASHINGTON HEIGHTS","2020","Vehicle/Other",1250,273,0,27,153,93
"2694","WASHINGTON PARK","2018","PEDALCYCLIST",3,3,0,0,3,0
"2695","WASHINGTON PARK","2018","PEDESTRIAN",28,28,0,5,16,7
"2696","WASHINGTON PARK","2018","Vehicle/Other",724,211,3,28,110,70
"2697","WASHINGTON PARK","2019","PEDALCYCLIST",3,2,0,0,2,0
"2698","WASHINGTON PARK","2019","PEDESTRIAN",22,22,0,3,15,4
"2699","WASHINGTON PARK","2019","Vehicle/Other",691,152,0,10,80,62
"2700","WASHINGTON PARK","2020","PEDALCYCLIST",7,3,0,1,1,1
"2701","WASHINGTON PARK","2020","PEDESTRIAN",14,13,0,4,4,5
"2702","WASHINGTON PARK","2020","Vehicle/Other",650,167,2,11,101,53
"2703","WEST ELSDON","2018","PEDALCYCLIST",15,13,0,3,9,1
"2704","WEST ELSDON","2018","PEDESTRIAN",13,12,0,2,10,0
"2705","WEST ELSDON","2018","Vehicle/Other",698,98,2,15,56,25
"2706","WEST ELSDON","2019","PEDALCYCLIST",8,5,0,1,4,0
"2707","WEST ELSDON","2019","PEDESTRIAN",12,14,1,5,7,1
"2708","WEST ELSDON","2019","Vehicle/Other",632,103,0,11,47,45
"2709","WEST ELSDON","2020","PEDALCYCLIST",2,2,0,0,2,0
"2710","WEST ELSDON","2020","PEDESTRIAN",10,8,0,3,4,1
"2711","WEST ELSDON","2020","Vehicle/Other",517,83,0,6,51,26
"2712","WEST ENGLEWOOD","2018","PEDALCYCLIST",16,15,0,5,9,1
"2713","WEST ENGLEWOOD","2018","PEDESTRIAN",56,58,3,13,30,12
"2714","WEST ENGLEWOOD","2018","Vehicle/Other",1409,336,6,28,195,107
"2715","WEST ENGLEWOOD","2019","PEDALCYCLIST",19,13,0,5,8,0
"2716","WEST ENGLEWOOD","2019","PEDESTRIAN",55,54,3,12,33,6
"2717","WEST ENGLEWOOD","2019","Vehicle/Other",1476,355,0,24,198,133
"2718","WEST ENGLEWOOD","2020","PEDALCYCLIST",12,11,0,2,7,2
"2719","WEST ENGLEWOOD","2020","PEDESTRIAN",62,52,2,16,26,8
"2720","WEST ENGLEWOOD","2020","Vehicle/Other",1757,489,6,46,265,172
"2721","WEST GARFIELD PARK","2018","PEDALCYCLIST",9,7,0,2,5,0
"2722","WEST GARFIELD PARK","2018","PEDESTRIAN",55,56,1,10,33,12
"2723","WEST GARFIELD PARK","2018","Vehicle/Other",1365,389,4,29,231,125
"2724","WEST GARFIELD PARK","2019","PEDALCYCLIST",19,14,1,2,8,3
"2725","WEST GARFIELD PARK","2019","PEDESTRIAN",50,47,2,10,29,6
"2726","WEST GARFIELD PARK","2019","Vehicle/Other",1360,503,2,50,291,160
"2727","WEST GARFIELD PARK","2020","PEDALCYCLIST",8,6,0,1,3,2
"2728","WEST GARFIELD PARK","2020","PEDESTRIAN",68,66,2,18,41,5
"2729","WEST GARFIELD PARK","2020","Vehicle/Other",1725,550,4,53,317,176
"2730","WEST LAWN","2018","PEDALCYCLIST",8,6,0,0,4,2
"2731","WEST LAWN","2018","PEDESTRIAN",24,24,2,7,11,4
"2732","WEST LAWN","2018","Vehicle/Other",1353,201,0,14,129,58
"2733","WEST LAWN","2019","PEDALCYCLIST",10,5,0,2,3,0
"2734","WEST LAWN","2019","PEDESTRIAN",20,18,0,3,12,3
"2735","WEST LAWN","2019","Vehicle/Other",1374,212,0,19,128,65
"2736","WEST LAWN","2020","PEDALCYCLIST",10,9,0,1,7,1
"2737","WEST LAWN","2020","PEDESTRIAN",12,9,0,3,4,2
"2738","WEST LAWN","2020","Vehicle/Other",953,164,2,11,109,42
"2739","WEST PULLMAN","2018","PEDALCYCLIST",5,4,0,1,3,0
"2740","WEST PULLMAN","2018","PEDESTRIAN",16,15,0,3,9,3
"2741","WEST PULLMAN","2018","Vehicle/Other",819,169,2,19,89,59
"2742","WEST PULLMAN","2019","PEDALCYCLIST",3,3,0,1,2,0
"2743","WEST PULLMAN","2019","PEDESTRIAN",16,15,0,3,11,1
"2744","WEST PULLMAN","2019","Vehicle/Other",813,197,0,23,117,57
"2745","WEST PULLMAN","2020","PEDALCYCLIST",6,6,0,1,5,0
"2746","WEST PULLMAN","2020","PEDESTRIAN",18,15,0,4,7,4
"2747","WEST PULLMAN","2020","Vehicle/Other",867,250,4,29,161,56
"2748","WEST RIDGE","2018","PEDALCYCLIST",39,29,0,5,20,4
"2749","WEST RIDGE","2018","PEDESTRIAN",70,63,0,9,42,12
"2750","WEST RIDGE","2018","Vehicle/Other",2516,243,1,13,154,75
"2751","WEST RIDGE","2019","PEDALCYCLIST",43,40,0,5,28,7
"2752","WEST RIDGE","2019","PEDESTRIAN",62,61,0,15,39,7
"2753","WEST RIDGE","2019","Vehicle/Other",2444,267,1,29,135,102
"2754","WEST RIDGE","2020","PEDALCYCLIST",36,32,0,3,23,6
"2755","WEST RIDGE","2020","PEDESTRIAN",33,29,1,8,14,6
"2756","WEST RIDGE","2020","Vehicle/Other",1576,198,1,21,100,76
"2757","WEST TOWN","2018","PEDALCYCLIST",156,111,1,11,80,19
"2758","WEST TOWN","2018","PEDESTRIAN",101,95,1,20,49,25
"2759","WEST TOWN","2018","Vehicle/Other",3514,486,1,54,274,157
"2760","WEST TOWN","2019","PEDALCYCLIST",164,120,0,18,85,17
"2761","WEST TOWN","2019","PEDESTRIAN",98,88,0,15,55,18
"2762","WEST TOWN","2019","Vehicle/Other",3431,431,1,49,241,140
"2763","WEST TOWN","2020","PEDALCYCLIST",92,67,0,11,42,14
"2764","WEST TOWN","2020","PEDESTRIAN",62,57,0,11,39,7
"2765","WEST TOWN","2020","Vehicle/Other",1976,343,1,20,204,118
"2766","WOODLAWN","2018","PEDALCYCLIST",16,15,0,2,9,4
"2767","WOODLAWN","2018","PEDESTRIAN",32,32,0,8,21,3
"2768","WOODLAWN","2018","Vehicle/Other",928,246,4,26,134,82
"2769","WOODLAWN","2019","PEDALCYCLIST",16,14,0,4,9,1
"2770","WOODLAWN","2019","PEDESTRIAN",27,27,0,11,15,1
"2771","WOODLAWN","2019","Vehicle/Other",928,206,0,17,106,83
"2772","WOODLAWN","2020","PEDALCYCLIST",7,5,0,1,4,0
"2773","WOODLAWN","2020","PEDESTRIAN",34,33,0,6,20,7
"2774","WOODLAWN","2020","Vehicle/Other",971,230,0,22,147,61
"2775",NA,"2018","PEDALCYCLIST",1,1,0,1,0,0
"2776",NA,"2018","Vehicle/Other",33,3,0,0,1,2
"2777",NA,"2019","Vehicle/Other",50,13,0,2,5,6
"2778",NA,"2020","PEDESTRIAN",2,2,0,0,2,0
"2779",NA,"2020","Vehicle/Other",48,4,0,0,1,3
"2780","ALBANY PARK","2021","PEDALCYCLIST",23,20,0,2,14,4
"2781","ALBANY PARK","2021","PEDESTRIAN",14,13,0,3,6,4
"2782","ALBANY PARK","2021","Vehicle/Other",667,83,0,6,42,35
"2783","ARCHER HEIGHTS","2021","PEDALCYCLIST",1,0,0,0,0,0
"2784","ARCHER HEIGHTS","2021","PEDESTRIAN",4,3,0,2,1,0
"2785","ARCHER HEIGHTS","2021","Vehicle/Other",526,73,1,8,47,17
"2786","ARMOUR SQUARE","2021","PEDALCYCLIST",4,4,0,0,3,1
"2787","ARMOUR SQUARE","2021","PEDESTRIAN",7,7,0,0,6,1
"2788","ARMOUR SQUARE","2021","Vehicle/Other",383,40,0,10,15,15
"2789","ASHBURN","2021","PEDALCYCLIST",1,0,0,0,0,0
"2790","ASHBURN","2021","PEDESTRIAN",14,14,1,3,7,3
"2791","ASHBURN","2021","Vehicle/Other",1059,226,2,34,104,86
"2792","AUBURN GRESHAM","2021","PEDALCYCLIST",3,3,0,0,3,0
"2793","AUBURN GRESHAM","2021","PEDESTRIAN",28,26,0,5,19,2
"2794","AUBURN GRESHAM","2021","Vehicle/Other",1684,402,3,31,247,121
"2795","AUSTIN","2021","PEDALCYCLIST",22,19,0,0,15,4
"2796","AUSTIN","2021","PEDESTRIAN",87,87,0,19,57,11
"2797","AUSTIN","2021","Vehicle/Other",3819,789,5,58,462,264
"2798","AVALON PARK","2021","PEDALCYCLIST",3,3,0,1,1,1
"2799","AVALON PARK","2021","PEDESTRIAN",6,6,0,5,1,0
"2800","AVALON PARK","2021","Vehicle/Other",550,175,3,24,98,50
"2801","AVONDALE","2021","PEDALCYCLIST",22,18,0,4,14,0
"2802","AVONDALE","2021","PEDESTRIAN",14,13,0,4,8,1
"2803","AVONDALE","2021","Vehicle/Other",760,101,0,12,51,38
"2804","BELMONT CRAGIN","2021","PEDALCYCLIST",23,14,0,1,10,3
"2805","BELMONT CRAGIN","2021","PEDESTRIAN",32,30,0,4,22,4
"2806","BELMONT CRAGIN","2021","Vehicle/Other",1674,251,1,21,145,84
"2807","BEVERLY","2021","PEDALCYCLIST",2,3,0,0,3,0
"2808","BEVERLY","2021","PEDESTRIAN",2,2,0,0,2,0
"2809","BEVERLY","2021","Vehicle/Other",525,71,0,4,35,32
"2810","BRIDGEPORT","2021","PEDALCYCLIST",8,8,0,1,7,0
"2811","BRIDGEPORT","2021","PEDESTRIAN",12,10,0,0,9,1
"2812","BRIDGEPORT","2021","Vehicle/Other",423,51,1,10,25,15
"2813","BRIGHTON PARK","2021","PEDALCYCLIST",4,3,0,0,2,1
"2814","BRIGHTON PARK","2021","PEDESTRIAN",20,20,0,5,14,1
"2815","BRIGHTON PARK","2021","Vehicle/Other",1001,130,1,13,79,37
"2816","BURNSIDE","2021","PEDALCYCLIST",1,1,0,0,1,0
"2817","BURNSIDE","2021","PEDESTRIAN",2,2,0,1,0,1
"2818","BURNSIDE","2021","Vehicle/Other",75,16,1,4,9,2
"2819","CALUMET HEIGHTS","2021","PEDALCYCLIST",2,2,0,1,1,0
"2820","CALUMET HEIGHTS","2021","PEDESTRIAN",6,5,0,1,3,1
"2821","CALUMET HEIGHTS","2021","Vehicle/Other",499,139,0,15,86,38
"2822","CHATHAM","2021","PEDALCYCLIST",6,2,0,0,2,0
"2823","CHATHAM","2021","PEDESTRIAN",28,29,0,6,14,9
"2824","CHATHAM","2021","Vehicle/Other",1543,292,2,22,176,92
"2825","CHICAGO LAWN","2021","PEDALCYCLIST",9,7,0,1,3,3
"2826","CHICAGO LAWN","2021","PEDESTRIAN",28,26,0,5,19,2
"2827","CHICAGO LAWN","2021","Vehicle/Other",1423,217,2,22,123,70
"2828","CLEARING","2021","PEDALCYCLIST",4,4,0,0,4,0
"2829","CLEARING","2021","PEDESTRIAN",4,3,0,1,2,0
"2830","CLEARING","2021","Vehicle/Other",464,81,1,5,48,27
"2831","DOUGLAS","2021","PEDALCYCLIST",8,9,0,2,7,0
"2832","DOUGLAS","2021","PEDESTRIAN",12,14,0,3,5,6
"2833","DOUGLAS","2021","Vehicle/Other",499,123,0,15,84,24
"2834","DUNNING","2021","PEDALCYCLIST",10,7,0,1,4,2
"2835","DUNNING","2021","PEDESTRIAN",10,9,0,2,6,1
"2836","DUNNING","2021","Vehicle/Other",704,115,0,10,62,43
"2837","EAST GARFIELD PARK","2021","PEDALCYCLIST",14,12,0,4,6,2
"2838","EAST GARFIELD PARK","2021","PEDESTRIAN",24,25,3,6,14,2
"2839","EAST GARFIELD PARK","2021","Vehicle/Other",937,302,3,33,165,101
"2840","EAST SIDE","2021","PEDALCYCLIST",4,3,0,1,1,1
"2841","EAST SIDE","2021","PEDESTRIAN",2,3,0,0,3,0
"2842","EAST SIDE","2021","Vehicle/Other",294,55,0,6,37,12
"2843","EDGEWATER","2021","PEDALCYCLIST",18,9,0,1,6,2
"2844","EDGEWATER","2021","PEDESTRIAN",24,22,0,4,15,3
"2845","EDGEWATER","2021","Vehicle/Other",850,100,0,11,52,37
"2846","EDISON PARK","2021","PEDESTRIAN",3,3,0,1,2,0
"2847","EDISON PARK","2021","Vehicle/Other",152,11,0,1,4,6
"2848","ENGLEWOOD","2021","PEDALCYCLIST",10,10,0,1,9,0
"2849","ENGLEWOOD","2021","PEDESTRIAN",26,28,0,8,16,4
"2850","ENGLEWOOD","2021","Vehicle/Other",1190,303,2,28,188,85
"2851","FOREST GLEN","2021","PEDALCYCLIST",6,5,0,1,2,2
"2852","FOREST GLEN","2021","PEDESTRIAN",1,1,0,1,0,0
"2853","FOREST GLEN","2021","Vehicle/Other",375,64,0,11,38,15
"2854","FULLER PARK","2021","PEDALCYCLIST",1,1,0,0,1,0
"2855","FULLER PARK","2021","PEDESTRIAN",4,4,1,1,2,0
"2856","FULLER PARK","2021","Vehicle/Other",311,82,1,12,43,26
"2857","GAGE PARK","2021","PEDALCYCLIST",6,5,0,1,4,0
"2858","GAGE PARK","2021","PEDESTRIAN",13,14,0,6,7,1
"2859","GAGE PARK","2021","Vehicle/Other",825,108,2,8,62,36
"2860","GARFIELD RIDGE","2021","PEDALCYCLIST",4,2,0,0,2,0
"2861","GARFIELD RIDGE","2021","PEDESTRIAN",13,12,0,1,6,5
"2862","GARFIELD RIDGE","2021","Vehicle/Other",943,154,2,20,85,47
"2863","GRAND BOULEVARD","2021","PEDALCYCLIST",5,1,0,0,1,0
"2864","GRAND BOULEVARD","2021","PEDESTRIAN",11,11,0,2,9,0
"2865","GRAND BOULEVARD","2021","Vehicle/Other",716,201,1,21,123,56
"2866","GREATER GRAND CROSSING","2021","PEDALCYCLIST",5,5,0,0,5,0
"2867","GREATER GRAND CROSSING","2021","PEDESTRIAN",33,34,0,14,15,5
"2868","GREATER GRAND CROSSING","2021","Vehicle/Other",1829,450,1,41,285,123
"2869","HEGEWISCH","2021","PEDALCYCLIST",1,1,0,0,1,0
"2870","HEGEWISCH","2021","PEDESTRIAN",1,1,0,0,1,0
"2871","HEGEWISCH","2021","Vehicle/Other",177,64,1,4,42,17
"2872","HERMOSA","2021","PEDALCYCLIST",9,7,0,0,6,1
"2873","HERMOSA","2021","PEDESTRIAN",4,4,0,2,2,0
"2874","HERMOSA","2021","Vehicle/Other",390,51,1,5,33,12
"2875","HUMBOLDT PARK","2021","PEDALCYCLIST",25,20,0,3,12,5
"2876","HUMBOLDT PARK","2021","PEDESTRIAN",31,30,0,9,21,0
"2877","HUMBOLDT PARK","2021","Vehicle/Other",1551,335,2,29,186,118
"2878","HYDE PARK","2021","PEDALCYCLIST",13,8,0,0,7,1
"2879","HYDE PARK","2021","PEDESTRIAN",16,14,0,3,11,0
"2880","HYDE PARK","2021","Vehicle/Other",598,65,0,8,47,10
"2881","IRVING PARK","2021","PEDALCYCLIST",21,11,0,3,7,1
"2882","IRVING PARK","2021","PEDESTRIAN",15,14,0,1,11,2
"2883","IRVING PARK","2021","Vehicle/Other",1083,152,0,9,89,54
"2884","JEFFERSON PARK","2021","PEDALCYCLIST",6,6,0,2,4,0
"2885","JEFFERSON PARK","2021","PEDESTRIAN",5,5,0,0,5,0
"2886","JEFFERSON PARK","2021","Vehicle/Other",483,67,0,9,34,24
"2887","KENWOOD","2021","PEDALCYCLIST",5,5,0,0,4,1
"2888","KENWOOD","2021","PEDESTRIAN",6,6,0,3,0,3
"2889","KENWOOD","2021","Vehicle/Other",324,58,0,5,37,16
"2890","LAKE VIEW","2021","PEDALCYCLIST",78,59,0,12,40,7
"2891","LAKE VIEW","2021","PEDESTRIAN",46,47,1,12,27,7
"2892","LAKE VIEW","2021","Vehicle/Other",1388,145,2,15,73,55
"2893","LINCOLN PARK","2021","PEDALCYCLIST",56,33,0,6,23,4
"2894","LINCOLN PARK","2021","PEDESTRIAN",27,24,0,4,18,2
"2895","LINCOLN PARK","2021","Vehicle/Other",1070,97,0,6,59,32
"2896","LINCOLN SQUARE","2021","PEDALCYCLIST",20,17,0,2,12,3
"2897","LINCOLN SQUARE","2021","PEDESTRIAN",15,13,0,6,6,1
"2898","LINCOLN SQUARE","2021","Vehicle/Other",503,52,0,4,28,20
"2899","LOGAN SQUARE","2021","PEDALCYCLIST",46,42,1,7,29,5
"2900","LOGAN SQUARE","2021","PEDESTRIAN",31,29,1,9,14,5
