"","tract","year","ped_cyc","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"9698","17031612100","2011","no",27,8,0,1,6,1
"9699","17031612100","2011","yes",3,3,0,0,2,1
"9700","17031612100","2012","no",31,14,0,0,6,8
"9701","17031612100","2012","yes",2,1,0,0,1,0
"9702","17031612100","2013","no",35,18,1,2,6,10
"9703","17031612100","2014","no",28,8,0,0,6,2
"9704","17031612100","2015","no",31,11,0,2,5,4
"9705","17031612100","2015","yes",2,2,0,1,1,0
"9706","17031612100","2016","no",15,5,0,0,3,2
"9707","17031612100","2016","yes",1,1,0,0,0,1
"9708","17031612100","2017","no",28,9,0,1,6,2
"9709","17031612100","2017","yes",2,1,0,0,0,1
"9710","17031620100","2009","no",213,50,0,1,20,29
"9711","17031620100","2009","yes",7,7,0,1,6,0
"9712","17031620100","2010","no",203,47,0,0,22,25
"9713","17031620100","2010","yes",7,7,0,1,3,3
"9714","17031620100","2011","no",167,35,0,3,12,20
"9715","17031620100","2011","yes",11,11,0,0,9,2
"9716","17031620100","2012","no",198,49,1,7,20,22
"9717","17031620100","2012","yes",5,5,0,0,3,2
"9718","17031620100","2013","no",185,41,0,1,13,27
"9719","17031620100","2013","yes",5,5,0,1,3,1
"9720","17031620100","2014","no",180,29,0,2,6,21
"9721","17031620100","2014","yes",4,4,0,0,3,1
"9722","17031620100","2015","no",170,41,0,2,21,18
"9723","17031620100","2015","yes",7,6,0,1,2,3
"9724","17031620100","2016","no",198,25,0,0,16,9
"9725","17031620100","2016","yes",3,3,0,0,2,1
"9726","17031620100","2017","no",134,18,0,0,9,9
"9727","17031620100","2017","yes",2,2,0,1,0,1
"9728","17031620200","2009","no",41,2,0,0,0,2
"9729","17031620200","2009","yes",2,2,0,0,1,1
"9730","17031620200","2010","no",41,8,0,0,6,2
"9731","17031620200","2010","yes",4,4,0,0,3,1
"9732","17031620200","2011","no",30,5,0,0,3,2
"9733","17031620200","2011","yes",1,1,0,0,0,1
"9734","17031620200","2012","no",29,10,0,0,1,9
"9735","17031620200","2013","no",31,2,0,0,2,0
"9736","17031620200","2013","yes",1,1,0,0,0,1
"9737","17031620200","2014","no",38,8,0,0,3,5
"9738","17031620200","2015","no",57,8,0,0,4,4
"9739","17031620200","2015","yes",2,3,0,0,0,3
"9740","17031620200","2016","no",58,4,1,3,1,0
"9741","17031620200","2016","yes",2,2,0,2,0,0
"9742","17031620200","2017","no",103,17,0,2,8,7
"9743","17031620200","2017","yes",4,3,0,0,2,1
"9744","17031620300","2009","no",97,10,0,0,6,4
"9745","17031620300","2009","yes",2,2,0,0,0,2
"9746","17031620300","2010","no",75,19,0,3,10,6
"9747","17031620300","2010","yes",7,7,0,2,3,2
"9748","17031620300","2011","no",92,25,0,4,11,10
"9749","17031620300","2011","yes",5,5,0,2,3,0
"9750","17031620300","2012","no",89,11,0,1,4,6
"9751","17031620300","2012","yes",6,6,0,0,5,1
"9752","17031620300","2013","no",89,8,0,0,2,6
"9753","17031620300","2013","yes",1,1,0,0,1,0
"9754","17031620300","2014","no",90,10,0,1,3,6
"9755","17031620300","2014","yes",4,6,0,0,4,2
"9756","17031620300","2015","no",87,10,0,0,1,9
"9757","17031620300","2015","yes",6,6,0,2,3,1
"9758","17031620300","2016","no",106,13,0,0,10,3
"9759","17031620300","2016","yes",6,6,0,1,4,1
"9760","17031620300","2017","no",143,30,1,4,13,13
"9761","17031620300","2017","yes",7,7,0,2,4,1
"9762","17031620400","2009","no",119,20,0,0,12,8
"9763","17031620400","2009","yes",5,5,0,0,4,1
"9764","17031620400","2010","no",118,13,0,1,6,6
"9765","17031620400","2010","yes",3,5,0,1,4,0
"9766","17031620400","2011","no",116,20,0,0,3,17
"9767","17031620400","2011","yes",4,4,0,0,4,0
"9768","17031620400","2012","no",123,19,0,2,9,8
"9769","17031620400","2012","yes",6,5,0,0,1,4
"9770","17031620400","2013","no",115,16,0,2,6,8
"9771","17031620400","2013","yes",7,6,0,1,3,2
"9772","17031620400","2014","no",117,25,0,2,13,10
"9773","17031620400","2014","yes",4,4,0,1,2,1
"9774","17031620400","2015","no",127,18,0,1,7,10
"9775","17031620400","2015","yes",5,5,0,0,5,0
"9776","17031620400","2016","no",144,15,0,5,6,4
"9777","17031620400","2016","yes",3,3,0,0,1,2
"9778","17031620400","2017","no",129,29,0,1,16,12
"9779","17031620400","2017","yes",3,3,0,1,2,0
"9780","17031630100","2009","no",71,28,0,1,10,17
"9781","17031630100","2009","yes",2,2,0,1,0,1
"9782","17031630100","2010","no",67,20,0,2,11,7
"9783","17031630100","2011","no",48,21,0,5,9,7
"9784","17031630100","2011","yes",2,2,0,0,1,1
"9785","17031630100","2012","no",58,13,0,1,7,5
"9786","17031630100","2012","yes",4,4,0,2,1,1
"9787","17031630100","2013","no",70,24,0,3,11,10
"9788","17031630100","2013","yes",1,0,0,0,0,0
"9789","17031630100","2014","no",54,39,0,23,15,1
"9790","17031630100","2014","yes",3,3,0,1,1,1
"9791","17031630100","2015","no",70,23,0,1,15,7
"9792","17031630100","2015","yes",4,4,0,1,2,1
"9793","17031630100","2016","no",97,30,0,3,22,5
"9794","17031630100","2016","yes",3,3,0,0,3,0
"9795","17031630100","2017","no",94,28,0,0,16,12
"9796","17031630100","2017","yes",3,3,0,1,2,0
"9797","17031630200","2009","no",75,20,0,3,12,5
"9798","17031630200","2009","yes",6,6,0,1,2,3
"9799","17031630200","2010","no",95,23,0,5,12,6
"9800","17031630200","2010","yes",2,2,0,0,1,1
"9801","17031630200","2011","no",66,18,0,1,7,10
"9802","17031630200","2011","yes",2,1,0,0,1,0
"9803","17031630200","2012","no",56,8,0,1,2,5
"9804","17031630200","2012","yes",1,1,0,0,0,1
"9805","17031630200","2013","no",68,17,1,1,5,11
"9806","17031630200","2014","no",58,8,0,4,3,1
"9807","17031630200","2014","yes",2,2,0,1,0,1
"9808","17031630200","2015","no",54,4,0,0,3,1
"9809","17031630200","2015","yes",1,1,0,0,1,0
"9810","17031630200","2016","no",62,13,0,1,8,4
"9811","17031630200","2016","yes",5,5,0,0,5,0
"9812","17031630200","2017","no",61,10,0,1,5,4
"9813","17031630200","2017","yes",2,2,0,0,2,0
"9814","17031630300","2009","no",82,7,0,2,1,4
"9815","17031630300","2009","yes",7,7,0,2,1,4
"9816","17031630300","2010","no",61,7,0,0,1,6
"9817","17031630300","2010","yes",5,5,0,0,3,2
"9818","17031630300","2011","no",50,4,0,0,0,4
"9819","17031630300","2011","yes",3,3,0,0,1,2
"9820","17031630300","2012","no",63,5,0,1,4,0
"9821","17031630300","2012","yes",1,1,0,0,0,1
"9822","17031630300","2013","no",61,2,0,0,1,1
"9823","17031630300","2013","yes",7,7,0,1,3,3
"9824","17031630300","2014","no",72,4,0,0,3,1
"9825","17031630300","2014","yes",1,1,0,0,0,1
"9826","17031630300","2015","no",97,10,0,2,4,4
"9827","17031630300","2015","yes",5,5,0,1,4,0
"9828","17031630300","2016","no",94,7,0,0,5,2
"9829","17031630300","2016","yes",3,2,0,0,0,2
"9830","17031630300","2017","no",137,11,0,0,10,1
"9831","17031630300","2017","yes",5,6,0,2,3,1
"9832","17031630400","2009","no",115,15,0,0,9,6
"9833","17031630400","2009","yes",8,8,0,0,3,5
"9834","17031630400","2010","no",115,17,0,1,8,8
"9835","17031630400","2010","yes",9,10,0,1,4,5
"9836","17031630400","2011","no",120,16,0,0,4,12
"9837","17031630400","2011","yes",4,4,0,1,2,1
"9838","17031630400","2012","no",117,11,0,1,3,7
"9839","17031630400","2012","yes",8,7,0,0,7,0
"9840","17031630400","2013","no",104,14,0,0,3,11
"9841","17031630400","2013","yes",5,3,0,0,2,1
"9842","17031630400","2014","no",129,23,0,1,9,13
"9843","17031630400","2014","yes",6,6,0,0,3,3
"9844","17031630400","2015","no",132,21,0,0,14,7
"9845","17031630400","2015","yes",3,3,0,2,1,0
"9846","17031630400","2016","no",152,9,0,2,2,5
"9847","17031630400","2016","yes",4,4,0,1,3,0
"9848","17031630400","2017","no",129,17,0,1,10,6
"9849","17031630400","2017","yes",7,6,0,2,3,1
"9850","17031630500","2009","no",100,20,0,0,8,12
"9851","17031630500","2009","yes",9,10,0,1,4,5
"9852","17031630500","2010","no",113,22,0,3,11,8
"9853","17031630500","2010","yes",2,3,0,1,2,0
"9854","17031630500","2011","no",99,32,0,4,11,17
"9855","17031630500","2011","yes",8,7,1,2,3,2
"9856","17031630500","2012","no",124,32,0,2,20,10
"9857","17031630500","2013","no",111,26,0,3,17,6
"9858","17031630500","2013","yes",5,6,0,0,2,4
"9859","17031630500","2014","no",131,22,0,1,12,9
"9860","17031630500","2014","yes",4,3,1,0,3,0
"9861","17031630500","2015","no",107,8,0,0,2,6
"9862","17031630500","2015","yes",5,6,0,3,2,1
"9863","17031630500","2016","no",115,15,0,2,6,7
"9864","17031630500","2016","yes",7,7,0,1,5,1
"9865","17031630500","2017","no",117,12,0,2,4,6
"9866","17031630500","2017","yes",1,0,0,0,0,0
"9867","17031630800","2009","no",111,24,1,0,20,4
"9868","17031630800","2009","yes",5,5,0,0,3,2
"9869","17031630800","2010","no",102,33,0,1,6,26
"9870","17031630800","2010","yes",9,9,0,2,3,4
"9871","17031630800","2011","no",101,32,0,3,11,18
"9872","17031630800","2011","yes",4,4,0,0,2,2
"9873","17031630800","2012","no",125,30,0,3,17,10
"9874","17031630800","2012","yes",6,6,0,0,0,6
"9875","17031630800","2013","no",124,28,0,6,15,7
"9876","17031630800","2013","yes",7,7,0,1,5,1
"9877","17031630800","2014","no",130,24,0,6,9,9
"9878","17031630800","2014","yes",8,7,0,1,3,3
"9879","17031630800","2015","no",131,21,0,1,15,5
"9880","17031630800","2015","yes",13,12,0,3,7,2
"9881","17031630800","2016","no",153,24,0,1,10,13
"9882","17031630800","2016","yes",11,11,0,2,7,2
"9883","17031630800","2017","no",124,20,0,2,14,4
"9884","17031630800","2017","yes",6,6,0,0,5,1
"9885","17031630900","2009","no",64,8,0,2,0,6
"9886","17031630900","2009","yes",5,6,0,0,4,2
"9887","17031630900","2010","no",59,8,0,2,0,6
"9888","17031630900","2010","yes",3,3,0,0,2,1
"9889","17031630900","2011","no",60,6,0,0,2,4
"9890","17031630900","2011","yes",1,1,0,0,0,1
"9891","17031630900","2012","no",73,15,0,1,8,6
"9892","17031630900","2012","yes",3,3,0,0,2,1
"9893","17031630900","2013","no",75,6,0,0,4,2
"9894","17031630900","2013","yes",7,8,0,0,5,3
"9895","17031630900","2014","no",61,10,0,0,4,6
"9896","17031630900","2014","yes",6,6,0,1,5,0
"9897","17031630900","2015","no",87,19,0,1,13,5
"9898","17031630900","2015","yes",7,6,0,0,3,3
"9899","17031630900","2016","no",113,22,0,0,13,9
"9900","17031630900","2016","yes",9,8,0,2,3,3
"9901","17031630900","2017","no",127,7,0,0,6,1
"9902","17031630900","2017","yes",5,5,0,0,5,0
"9903","17031640100","2009","no",92,29,0,3,19,7
"9904","17031640100","2009","yes",2,2,0,1,0,1
"9905","17031640100","2010","no",111,25,0,1,6,18
"9906","17031640100","2010","yes",1,1,0,0,1,0
"9907","17031640100","2011","no",110,28,1,1,11,16
"9908","17031640100","2011","yes",2,2,0,1,1,0
"9909","17031640100","2012","no",105,20,0,1,14,5
"9910","17031640100","2013","no",89,31,0,8,12,11
"9911","17031640100","2013","yes",7,7,0,1,4,2
"9912","17031640100","2014","no",105,23,0,3,12,8
"9913","17031640100","2014","yes",2,2,0,0,1,1
"9914","17031640100","2015","no",81,7,1,0,4,3
"9915","17031640100","2016","no",89,15,0,0,8,7
"9916","17031640100","2016","yes",2,1,0,0,0,1
"9917","17031640100","2017","no",81,29,0,2,13,14
"9918","17031640100","2017","yes",6,6,0,1,4,1
"9919","17031640300","2009","no",73,7,0,2,3,2
"9920","17031640300","2009","yes",5,3,1,0,2,1
"9921","17031640300","2010","no",77,23,0,4,6,13
"9922","17031640300","2010","yes",7,8,0,1,5,2
"9923","17031640300","2011","no",64,7,0,0,3,4
"9924","17031640300","2011","yes",6,7,0,2,2,3
"9925","17031640300","2012","no",74,10,0,2,6,2
"9926","17031640300","2012","yes",1,1,0,0,0,1
"9927","17031640300","2013","no",85,15,0,4,3,8
"9928","17031640300","2014","no",59,7,0,0,5,2
"9929","17031640300","2014","yes",3,3,0,0,2,1
"9930","17031640300","2015","no",83,8,0,1,1,6
"9931","17031640300","2015","yes",2,2,0,1,1,0
"9932","17031640300","2016","no",77,13,1,1,9,3
"9933","17031640300","2016","yes",3,3,0,0,1,2
"9934","17031640300","2017","no",94,10,0,3,6,1
"9935","17031640300","2017","yes",3,3,0,0,3,0
"9936","17031640400","2009","no",71,5,0,0,2,3
"9937","17031640400","2010","no",48,8,0,0,4,4
"9938","17031640400","2010","yes",3,2,1,1,1,0
"9939","17031640400","2011","no",66,7,0,0,1,6
"9940","17031640400","2011","yes",1,1,0,0,0,1
"9941","17031640400","2012","no",50,6,0,1,3,2
"9942","17031640400","2013","no",58,4,0,0,3,1
"9943","17031640400","2014","no",64,7,0,0,2,5
"9944","17031640400","2014","yes",1,1,0,0,0,1
"9945","17031640400","2015","no",60,11,0,1,3,7
"9946","17031640400","2015","yes",1,1,0,0,1,0
"9947","17031640400","2016","no",66,8,0,0,4,4
"9948","17031640400","2016","yes",2,2,0,2,0,0
"9949","17031640400","2017","no",91,17,0,0,8,9
"9950","17031640400","2017","yes",4,3,0,0,2,1
"9951","17031640500","2009","no",29,1,0,0,1,0
"9952","17031640500","2009","yes",2,2,0,0,1,1
"9953","17031640500","2010","no",23,0,0,0,0,0
"9954","17031640500","2011","no",39,3,0,0,2,1
"9955","17031640500","2011","yes",1,1,0,0,1,0
"9956","17031640500","2012","no",26,8,0,0,4,4
"9957","17031640500","2012","yes",2,1,0,0,1,0
"9958","17031640500","2013","no",31,5,0,0,4,1
"9959","17031640500","2013","yes",1,1,0,1,0,0
"9960","17031640500","2014","no",33,1,0,0,1,0
"9961","17031640500","2015","no",31,1,0,0,0,1
"9962","17031640500","2015","yes",1,1,0,0,0,1
"9963","17031640500","2016","no",42,3,0,0,3,0
"9964","17031640500","2016","yes",1,1,0,1,0,0
"9965","17031640500","2017","no",35,4,0,0,2,2
"9966","17031640500","2017","yes",1,1,0,0,1,0
"9967","17031640600","2009","no",40,8,0,0,0,8
"9968","17031640600","2009","yes",1,1,0,0,1,0
"9969","17031640600","2010","no",40,5,0,1,1,3
"9970","17031640600","2010","yes",2,2,0,0,1,1
"9971","17031640600","2011","no",43,6,0,0,3,3
"9972","17031640600","2012","no",36,3,0,0,0,3
"9973","17031640600","2012","yes",6,6,0,1,4,1
"9974","17031640600","2013","no",57,3,0,0,1,2
"9975","17031640600","2013","yes",4,2,1,0,2,0
"9976","17031640600","2014","no",44,8,0,2,3,3
"9977","17031640600","2014","yes",3,4,0,1,3,0
"9978","17031640600","2015","no",51,5,0,0,4,1
"9979","17031640600","2016","no",52,4,0,0,3,1
"9980","17031640600","2016","yes",3,3,0,0,1,2
"9981","17031640600","2017","no",68,8,0,2,1,5
"9982","17031640600","2017","yes",1,1,0,0,1,0
"9983","17031640700","2009","no",65,15,0,2,5,8
"9984","17031640700","2009","yes",1,1,0,0,0,1
"9985","17031640700","2010","no",60,8,0,0,1,7
"9986","17031640700","2010","yes",1,1,0,0,0,1
"9987","17031640700","2011","no",54,9,0,1,6,2
"9988","17031640700","2012","no",49,15,1,0,12,3
"9989","17031640700","2012","yes",2,1,0,0,0,1
"9990","17031640700","2013","no",61,15,0,2,7,6
"9991","17031640700","2013","yes",4,4,0,1,2,1
"9992","17031640700","2014","no",50,9,0,3,3,3
"9993","17031640700","2015","no",102,17,0,1,12,4
"9994","17031640700","2015","yes",6,6,0,0,6,0
"9995","17031640700","2016","no",116,22,0,4,13,5
"9996","17031640700","2016","yes",4,4,0,0,1,3
"9997","17031640700","2017","no",96,15,0,0,8,7
"9998","17031640700","2017","yes",2,2,0,0,2,0
"9999","17031640800","2009","no",33,5,0,0,4,1
"10000","17031640800","2010","no",54,10,0,0,3,7
"10001","17031640800","2010","yes",2,1,0,0,1,0
"10002","17031640800","2011","no",41,9,0,0,1,8
"10003","17031640800","2011","yes",2,1,0,0,0,1
"10004","17031640800","2012","no",49,10,0,1,6,3
"10005","17031640800","2013","no",66,11,0,1,6,4
"10006","17031640800","2013","yes",3,2,0,0,2,0
"10007","17031640800","2014","no",66,7,0,0,4,3
"10008","17031640800","2014","yes",2,1,0,0,0,1
"10009","17031640800","2015","no",31,3,0,2,1,0
"10010","17031640800","2016","no",50,9,0,0,4,5
"10011","17031640800","2016","yes",2,2,0,0,1,1
"10012","17031640800","2017","no",87,19,0,3,6,10
"10013","17031640800","2017","yes",2,2,0,1,0,1
"10014","17031650100","2009","no",132,36,0,0,19,17
"10015","17031650100","2009","yes",4,4,0,0,2,2
"10016","17031650100","2010","no",128,34,0,0,11,23
"10017","17031650100","2010","yes",3,5,0,0,3,2
"10018","17031650100","2011","no",108,16,0,0,9,7
"10019","17031650100","2011","yes",3,3,0,0,0,3
"10020","17031650100","2012","no",121,31,0,0,18,13
"10021","17031650100","2012","yes",4,3,0,0,1,2
"10022","17031650100","2013","no",129,19,0,0,13,6
"10023","17031650100","2013","yes",7,5,0,0,4,1
"10024","17031650100","2014","no",157,26,0,0,14,12
"10025","17031650100","2014","yes",9,9,0,3,4,2
"10026","17031650100","2015","no",118,13,0,0,6,7
"10027","17031650100","2015","yes",3,3,0,0,1,2
"10028","17031650100","2016","no",156,20,0,0,11,9
"10029","17031650100","2016","yes",4,4,0,0,2,2
"10030","17031650100","2017","no",119,18,0,5,9,4
"10031","17031650100","2017","yes",1,1,0,1,0,0
"10032","17031650200","2009","no",160,24,0,6,9,9
"10033","17031650200","2009","yes",8,8,0,3,3,2
"10034","17031650200","2010","no",149,45,0,1,19,25
"10035","17031650200","2010","yes",5,6,0,1,3,2
"10036","17031650200","2011","no",153,29,0,3,10,16
"10037","17031650200","2011","yes",7,7,0,3,2,2
"10038","17031650200","2012","no",146,20,0,2,11,7
"10039","17031650200","2012","yes",9,9,0,2,5,2
"10040","17031650200","2013","no",178,29,0,2,15,12
"10041","17031650200","2013","yes",8,8,0,0,3,5
"10042","17031650200","2014","no",156,23,0,2,12,9
"10043","17031650200","2014","yes",7,7,0,2,4,1
"10044","17031650200","2015","no",206,28,0,1,14,13
"10045","17031650200","2015","yes",9,9,0,1,4,4
"10046","17031650200","2016","no",179,22,0,4,9,9
"10047","17031650200","2016","yes",5,5,0,1,1,3
"10048","17031650200","2017","no",169,39,0,3,15,21
"10049","17031650200","2017","yes",7,8,0,3,4,1
"10050","17031650301","2009","no",80,6,0,0,1,5
"10051","17031650301","2009","yes",2,2,0,2,0,0
"10052","17031650301","2010","no",83,12,0,0,3,9
"10053","17031650301","2010","yes",4,7,0,2,5,0
"10054","17031650301","2011","no",61,8,0,0,1,7
"10055","17031650301","2012","no",63,10,0,0,5,5
"10056","17031650301","2012","yes",3,3,0,0,1,2
"10057","17031650301","2013","no",66,9,0,1,3,5
"10058","17031650301","2013","yes",2,2,0,0,1,1
"10059","17031650301","2014","no",81,11,0,2,3,6
"10060","17031650301","2014","yes",2,2,0,0,1,1
"10061","17031650301","2015","no",98,10,0,1,7,2
"10062","17031650301","2015","yes",3,3,0,0,1,2
"10063","17031650301","2016","no",88,8,0,1,4,3
"10064","17031650301","2016","yes",1,0,0,0,0,0
"10065","17031650301","2017","no",138,23,0,3,11,9
"10066","17031650301","2017","yes",5,4,0,1,3,0
"10067","17031650302","2009","no",77,21,0,2,8,11
"10068","17031650302","2009","yes",7,8,0,0,5,3
"10069","17031650302","2010","no",69,7,0,0,1,6
"10070","17031650302","2010","yes",1,1,0,1,0,0
"10071","17031650302","2011","no",59,9,0,1,3,5
"10072","17031650302","2011","yes",5,5,0,2,2,1
"10073","17031650302","2012","no",79,14,1,2,8,4
"10074","17031650302","2012","yes",3,3,0,0,2,1
"10075","17031650302","2013","no",72,3,0,0,1,2
"10076","17031650302","2013","yes",2,2,0,0,2,0
"10077","17031650302","2014","no",71,11,0,2,4,5
"10078","17031650302","2014","yes",4,3,0,0,2,1
"10079","17031650302","2015","no",90,7,0,2,3,2
"10080","17031650302","2015","yes",5,5,0,0,2,3
"10081","17031650302","2016","no",97,18,0,1,12,5
"10082","17031650302","2016","yes",3,2,0,0,0,2
"10083","17031650302","2017","no",97,17,0,6,8,3
"10084","17031650302","2017","yes",3,3,0,1,1,1
"10085","17031650400","2009","no",195,45,1,4,14,27
"10086","17031650400","2009","yes",6,6,0,0,3,3
"10087","17031650400","2010","no",226,55,1,2,14,39
"10088","17031650400","2010","yes",3,3,0,2,1,0
"10089","17031650400","2011","no",208,46,0,2,25,19
"10090","17031650400","2011","yes",6,7,0,1,2,4
"10091","17031650400","2012","no",187,32,0,3,11,18
"10092","17031650400","2012","yes",4,3,0,0,0,3
"10093","17031650400","2013","no",185,31,0,7,12,12
"10094","17031650400","2013","yes",6,5,0,1,4,0
"10095","17031650400","2014","no",204,39,0,2,23,14
"10096","17031650400","2014","yes",3,1,0,0,1,0
"10097","17031650400","2015","no",191,35,0,3,24,8
"10098","17031650400","2015","yes",5,6,0,2,1,3
"10099","17031650400","2016","no",225,25,0,0,18,7
"10100","17031650400","2016","yes",6,4,0,0,3,1
"10101","17031650400","2017","no",154,40,1,2,20,18
"10102","17031650400","2017","yes",4,4,0,1,2,1
"10103","17031650400",NA,"no",1,0,0,0,0,0
"10104","17031650500","2009","no",141,28,0,1,13,14
"10105","17031650500","2009","yes",5,5,0,0,1,4
"10106","17031650500","2010","no",149,32,0,2,16,14
"10107","17031650500","2010","yes",4,5,0,3,0,2
"10108","17031650500","2011","no",138,30,0,0,11,19
"10109","17031650500","2011","yes",6,7,0,0,5,2
"10110","17031650500","2012","no",151,34,0,1,17,16
"10111","17031650500","2012","yes",3,2,0,1,1,0
"10112","17031650500","2013","no",156,32,0,4,13,15
"10113","17031650500","2013","yes",4,5,0,1,1,3
"10114","17031650500","2014","no",171,41,0,3,14,24
"10115","17031650500","2015","no",268,48,0,3,17,28
"10116","17031650500","2015","yes",2,2,0,0,2,0
"10117","17031650500","2016","no",297,46,0,4,21,21
"10118","17031650500","2016","yes",4,4,0,1,2,1
"10119","17031650500","2017","no",300,48,2,4,26,18
"10120","17031650500","2017","yes",4,4,0,3,0,1
"10121","17031660301","2009","no",45,6,0,2,0,4
"10122","17031660301","2009","yes",2,3,0,0,1,2
"10123","17031660301","2010","no",32,9,0,0,0,9
"10124","17031660301","2010","yes",2,2,0,0,2,0
"10125","17031660301","2011","no",32,4,0,1,2,1
"10126","17031660301","2011","yes",3,2,0,0,2,0
"10127","17031660301","2012","no",31,2,0,2,0,0
"10128","17031660301","2012","yes",1,1,0,0,0,1
"10129","17031660301","2013","no",28,4,0,0,3,1
"10130","17031660301","2013","yes",1,1,0,0,1,0
"10131","17031660301","2014","no",33,7,0,1,4,2
"10132","17031660301","2014","yes",2,2,0,0,2,0
"10133","17031660301","2015","no",62,15,0,0,7,8
"10134","17031660301","2015","yes",4,4,0,1,1,2
"10135","17031660301","2016","no",43,6,0,2,3,1
"10136","17031660301","2016","yes",5,5,0,0,4,1
"10137","17031660301","2017","no",60,10,0,1,5,4
"10138","17031660301","2017","yes",3,3,0,2,1,0
"10139","17031660302","2009","no",111,21,0,4,9,8
"10140","17031660302","2009","yes",7,6,1,1,2,3
"10141","17031660302","2010","no",116,31,0,0,15,16
"10142","17031660302","2010","yes",6,7,0,2,2,3
"10143","17031660302","2011","no",99,19,0,3,3,13
"10144","17031660302","2011","yes",10,10,0,2,3,5
"10145","17031660302","2012","no",106,27,0,2,11,14
"10146","17031660302","2012","yes",8,8,0,0,7,1
"10147","17031660302","2013","no",138,16,0,2,4,10
"10148","17031660302","2013","yes",11,10,0,4,6,0
"10149","17031660302","2014","no",124,19,0,1,11,7
"10150","17031660302","2014","yes",3,3,0,1,0,2
"10151","17031660302","2015","no",118,18,0,0,9,9
"10152","17031660302","2015","yes",6,5,1,0,3,2
"10153","17031660302","2016","no",173,16,0,0,9,7
"10154","17031660302","2016","yes",2,2,0,0,2,0
"10155","17031660302","2017","no",118,7,0,1,4,2
"10156","17031660302","2017","yes",6,5,1,0,4,1
"10157","17031660400","2009","no",81,6,0,0,6,0
"10158","17031660400","2009","yes",2,2,0,0,1,1
"10159","17031660400","2010","no",89,12,0,2,5,5
"10160","17031660400","2010","yes",2,3,0,0,0,3
"10161","17031660400","2011","no",90,6,0,0,4,2
"10162","17031660400","2011","yes",8,7,1,0,3,4
"10163","17031660400","2012","no",70,7,0,1,4,2
"10164","17031660400","2012","yes",4,3,0,0,3,0
"10165","17031660400","2013","no",76,10,0,0,5,5
"10166","17031660400","2013","yes",6,6,0,1,4,1
"10167","17031660400","2014","no",81,7,0,0,6,1
"10168","17031660400","2015","no",114,8,0,0,5,3
"10169","17031660400","2015","yes",4,4,0,2,1,1
"10170","17031660400","2016","no",131,16,0,3,10,3
"10171","17031660400","2016","yes",6,6,0,1,2,3
"10172","17031660400","2017","no",116,26,0,2,17,7
"10173","17031660400","2017","yes",7,7,0,2,3,2
"10174","17031660500","2009","no",87,8,0,1,3,4
"10175","17031660500","2009","yes",7,8,0,1,3,4
"10176","17031660500","2010","no",95,22,0,4,9,9
"10177","17031660500","2010","yes",6,8,0,0,5,3
"10178","17031660500","2011","no",82,13,0,0,9,4
"10179","17031660500","2011","yes",1,1,0,0,0,1
"10180","17031660500","2012","no",77,12,0,0,5,7
"10181","17031660500","2012","yes",4,4,0,0,1,3
"10182","17031660500","2013","no",82,18,0,1,11,6
"10183","17031660500","2013","yes",3,2,0,0,1,1
"10184","17031660500","2014","no",104,6,0,0,2,4
"10185","17031660500","2014","yes",1,2,0,1,0,1
"10186","17031660500","2015","no",86,11,0,1,8,2
"10187","17031660500","2015","yes",4,3,1,0,2,1
"10188","17031660500","2016","no",97,7,0,2,2,3
"10189","17031660500","2016","yes",5,2,1,0,1,1
"10190","17031660500","2017","no",95,9,0,3,6,0
"10191","17031660500","2017","yes",2,2,0,0,2,0
"10192","17031660600","2009","no",132,27,0,3,3,21
"10193","17031660600","2009","yes",8,8,0,1,6,1
"10194","17031660600","2010","no",107,14,0,0,5,9
"10195","17031660600","2010","yes",4,4,0,0,3,1
"10196","17031660600","2011","no",108,16,0,1,5,10
"10197","17031660600","2011","yes",7,7,0,1,2,4
"10198","17031660600","2012","no",94,15,0,0,5,10
"10199","17031660600","2012","yes",16,15,1,2,4,9
"10200","17031660600","2013","no",106,17,0,0,10,7
"10201","17031660600","2013","yes",10,9,0,1,6,2
"10202","17031660600","2014","no",119,8,0,0,6,2
"10203","17031660600","2014","yes",7,7,0,3,2,2
"10204","17031660600","2015","no",173,19,0,1,10,8
"10205","17031660600","2015","yes",11,11,0,0,7,4
"10206","17031660600","2016","no",173,20,0,3,14,3
"10207","17031660600","2016","yes",8,9,0,1,5,3
"10208","17031660600","2017","no",151,17,0,2,11,4
"10209","17031660600","2017","yes",5,4,0,1,3,0
"10210","17031660700","2009","no",57,18,0,3,6,9
"10211","17031660700","2009","yes",4,5,0,1,2,2
"10212","17031660700","2010","no",66,20,0,0,7,13
"10213","17031660700","2010","yes",6,7,0,0,1,6
"10214","17031660700","2011","no",73,28,0,0,15,13
"10215","17031660700","2011","yes",2,2,0,0,2,0
"10216","17031660700","2012","no",56,12,0,0,5,7
"10217","17031660700","2012","yes",7,7,0,0,3,4
"10218","17031660700","2013","no",64,15,0,0,12,3
"10219","17031660700","2013","yes",7,7,0,1,3,3
"10220","17031660700","2014","no",78,20,0,1,9,10
"10221","17031660700","2014","yes",2,2,0,0,2,0
"10222","17031660700","2015","no",71,25,0,1,12,12
"10223","17031660700","2015","yes",4,4,0,0,4,0
